,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
29371,0.461,0.476,9.0,-7.018,0.0,0.0763,0.708,6.47e-05,0.396,0.7,90.136
29372,0.666,0.367,9.0,-9.783,1.0,0.47,0.67,0.0,0.478,0.373,116.192
29373,0.304,0.329,2.0,-6.078,1.0,0.03,0.527,0.000651,0.238,0.307,155.782
29374,0.54,0.449,5.0,-8.337,1.0,0.342,0.893,7.33e-05,0.178,0.768,157.447
29375,0.577,0.443,2.0,-7.422,1.0,0.098,0.771,0.0,0.358,0.412,59.565
29376,0.513,0.325,5.0,-8.667,1.0,0.0652,0.823,0.0,0.137,0.48,175.696
29377,0.439,0.383,4.0,-7.115,0.0,0.0416,0.754,0.000222,0.547,0.533,86.468
29378,0.536,0.465,1.0,-7.743,1.0,0.0797,0.74,0.0,0.0984,0.713,155.525
29379,0.538,0.45,0.0,-7.873,1.0,0.293,0.797,0.0,0.0499,0.561,172.707
29380,0.604,0.192,6.0,-9.901,0.0,0.0913,0.836,4.04e-05,0.14,0.515,125.83
29381,0.541,0.374,7.0,-7.06,1.0,0.29,0.787,0.0,0.31,0.611,175.565
29382,0.262,0.254,2.0,-8.279,1.0,0.0395,0.951,7.38e-06,0.0968,0.145,76.374
29383,0.605,0.0751,5.0,-13.364,1.0,0.0448,0.949,0.00447,0.344,0.36,111.854
29384,0.353,0.275,4.0,-9.888,0.0,0.0781,0.915,2.65e-06,0.0493,0.298,166.37
29385,0.453,0.379,0.0,-6.238,1.0,0.0378,0.737,0.0,0.176,0.862,167.402
29386,0.489,0.464,2.0,-8.536,1.0,0.0684,0.767,0.848,0.67,0.546,71.049
29387,0.309,0.235,2.0,-10.366,1.0,0.0322,0.807,0.0,0.0773,0.0891,127.845
29388,0.466,0.505,4.0,-5.196,0.0,0.0413,0.533,0.0,0.351,0.551,102.659
29389,0.646,0.58,10.0,-6.362,1.0,0.0536,0.823,0.000114,0.104,0.806,97.511
29390,0.485,0.227,5.0,-8.849,1.0,0.0486,0.924,2.58e-06,0.0829,0.3,68.53
29391,0.732,0.334,8.0,-8.246,1.0,0.156,0.888,0.0,0.379,0.734,117.898
29392,0.337,0.186,7.0,-11.642,1.0,0.0439,0.908,0.0,0.158,0.228,74.305
29393,0.778,0.572,0.0,-7.032,1.0,0.0662,0.776,3.84e-06,0.321,0.854,102.252
29394,0.385,0.265,2.0,-12.081,1.0,0.0424,0.896,0.0,0.124,0.11,117.147
29395,0.425,0.48,7.0,-6.948,1.0,0.196,0.829,0.0,0.272,0.68,202.359
29396,0.512,0.251,6.0,-10.665,1.0,0.0581,0.93,0.0,0.143,0.481,110.48
29397,0.354,0.225,4.0,-8.894,0.0,0.037,0.945,3.24e-06,0.272,0.104,67.668
29398,0.441,0.446,7.0,-8.019,1.0,0.139,0.767,0.0,0.149,0.465,173.852
29399,0.612,0.712,11.0,-6.359,1.0,0.0486,0.331,0.0,0.356,0.516,121.968
29400,0.725,0.805,7.0,-6.849,1.0,0.076,0.0465,0.0,0.111,0.872,117.978
29401,0.681,0.214,6.0,-17.96,1.0,0.0349,0.191,0.0,0.09,0.196,110.005
29402,0.603,0.861,1.0,-4.866,1.0,0.152,0.0844,0.0,0.159,0.77,138.49
29403,0.806,0.687,2.0,-6.527,1.0,0.0725,0.0241,0.0,0.179,0.855,127.01
29404,0.808,0.57,10.0,-6.337,1.0,0.135,0.299,0.0,0.0833,0.526,130.448
29405,0.454,0.131,9.0,-13.618,1.0,0.0302,0.804,0.0,0.0778,0.225,141.106
29406,0.626,0.803,2.0,-6.189,1.0,0.118,0.127,0.0,0.251,0.493,133.92
29407,0.661,0.568,9.0,-6.948,0.0,0.173,0.196,0.0,0.0904,0.733,119.999
29408,0.689,0.726,5.0,-6.832,0.0,0.049,0.285,0.0,0.431,0.733,97.061
29409,0.266,0.306,7.0,-14.353,1.0,0.0343,0.227,4.11e-06,0.0931,0.287,186.545
29410,0.484,0.713,0.0,-5.546,1.0,0.0372,0.321,0.0,0.156,0.477,162.18
29411,0.289,0.306,2.0,-9.104,1.0,0.0358,0.638,0.0,0.149,0.335,161.949
29412,0.735,0.698,0.0,-6.83,1.0,0.0937,0.103,0.0,0.193,0.644,122.004
29413,0.567,0.0606,4.0,-25.803,1.0,0.0388,0.989,0.965,0.121,0.73,97.256
29414,0.548,0.285,1.0,-10.042,1.0,0.0688,0.718,0.0,0.0877,0.485,95.192
29415,0.773,0.433,6.0,-11.366,0.0,0.0578,0.374,0.0,0.0706,0.863,117.304
29416,0.775,0.578,0.0,-9.07,0.0,0.222,0.557,0.0,0.219,0.815,114.287
29417,0.271,0.192,8.0,-11.402,1.0,0.0451,0.844,1.92e-06,0.0612,0.112,87.027
29418,0.697,0.678,11.0,-7.887,1.0,0.05,0.266,0.0,0.239,0.74,115.367
29419,0.525,0.488,7.0,-9.873,1.0,0.233,0.715,0.0,0.111,0.554,126.48
29420,0.413,0.206,9.0,-12.443,1.0,0.0327,0.827,0.0,0.0943,0.137,134.045
29421,0.505,0.313,6.0,-8.244,1.0,0.0309,0.624,0.0,0.156,0.303,136.074
29422,0.445,0.344,9.0,-9.838,0.0,0.0316,0.362,0.0,0.218,0.238,87.863
29423,0.654,0.489,4.0,-9.737,1.0,0.201,0.507,0.0,0.0958,0.262,119.279
29424,0.659,0.497,1.0,-7.444,0.0,0.0695,0.569,0.0,0.381,0.543,96.513
29425,0.588,0.695,7.0,-7.302,1.0,0.0918,0.288,0.0,0.181,0.644,104.831
29426,0.397,0.0768,1.0,-17.16,0.0,0.0452,0.923,0.0,0.1,0.13,101.699
29427,0.387,0.239,4.0,-10.734,0.0,0.0338,0.718,0.0,0.0935,0.218,113.217
29428,0.399,0.0581,9.0,-17.203,1.0,0.0774,0.85,0.0,0.0932,0.3,87.349
29429,0.493,0.632,2.0,-8.64,1.0,0.0355,0.0919,0.0,0.0789,0.636,93.301
29430,0.378,0.145,0.0,-13.869,1.0,0.0489,0.866,0.0,0.0853,0.166,125.761
29431,0.396,0.0301,11.0,-20.427,1.0,0.0474,0.959,0.0,0.116,0.163,109.801
29432,0.177,0.168,7.0,-16.388,1.0,0.0321,0.777,0.491,0.119,0.0799,97.162
29433,0.455,0.0826,3.0,-16.15,1.0,0.0418,0.971,0.0,0.112,0.282,131.35
29434,0.454,0.387,0.0,-11.605,1.0,0.0379,0.407,0.203,0.116,0.591,121.774
29435,0.311,0.191,1.0,-10.971,0.0,0.0332,0.805,0.000227,0.0889,0.145,84.148
29436,0.45,0.142,0.0,-12.649,1.0,0.0305,0.893,0.000138,0.109,0.0564,128.153
29437,0.449,0.0152,11.0,-17.738,0.0,0.0374,0.951,0.0104,0.0754,0.098,110.817
29438,0.624,0.466,4.0,-8.941,0.0,0.116,0.681,0.0,0.309,0.778,133.164
29439,0.296,0.138,6.0,-16.118,0.0,0.0363,0.761,1.99e-06,0.146,0.241,159.358
29440,0.442,0.119,7.0,-14.635,1.0,0.0672,0.907,0.0,0.0803,0.47,173.855
29441,0.419,0.15,4.0,-12.8,1.0,0.0373,0.872,6.26e-05,0.0935,0.0427,150.479
29442,0.769,0.306,7.0,-9.686,1.0,0.0646,0.694,0.0,0.112,0.637,127.303
29443,0.395,0.198,4.0,-11.877,1.0,0.0298,0.637,0.000202,0.105,0.084,107.304
29444,0.438,0.097,2.0,-15.655,1.0,0.0316,0.867,0.0205,0.198,0.114,129.135
29445,0.281,0.342,0.0,-10.013,1.0,0.0329,0.837,0.00335,0.112,0.271,168.059
29446,0.357,0.0299,8.0,-20.647,0.0,0.0353,0.984,0.00733,0.108,0.176,143.592
29447,0.463,0.374,0.0,-11.48,1.0,0.0316,0.778,0.618,0.0876,0.207,103.615
29448,0.215,0.0265,4.0,-25.252,1.0,0.0361,0.968,4.15e-05,0.275,0.0868,82.213
29449,0.419,0.132,0.0,-13.459,1.0,0.0304,0.841,0.000134,0.108,0.0796,127.241
29450,0.694,0.754,8.0,-5.011,1.0,0.0979,0.375,7.5e-05,0.215,0.648,133.063
29451,0.638,0.861,1.0,-5.216,0.0,0.181,0.303,0.0,0.125,0.869,170.135
29452,0.781,0.789,5.0,-4.621,1.0,0.309,0.641,1.48e-06,0.0296,0.706,141.066
29453,0.72,0.6,0.0,-5.777,1.0,0.138,0.748,0.0,0.138,0.501,111.936
29454,0.696,0.57,1.0,-8.156,1.0,0.241,0.721,0.0,0.0901,0.7,141.586
29455,0.314,0.553,9.0,-6.873,1.0,0.0705,0.689,0.0,0.0599,0.575,203.752
29456,0.675,0.863,5.0,-4.335,1.0,0.251,0.528,0.0,0.409,0.658,159.125
29457,0.719,0.908,9.0,-6.691,1.0,0.2,0.499,0.0,0.697,0.673,150.034
29458,0.785,0.747,1.0,-4.871,1.0,0.185,0.594,0.0,0.392,0.659,101.003
29459,0.587,0.635,2.0,-8.345,0.0,0.371,0.669,0.0,0.243,0.526,161.741
29460,0.351,0.188,7.0,-12.512,1.0,0.0378,0.844,5.68e-05,0.152,0.196,84.728
29461,0.654,0.427,6.0,-10.623,0.0,0.289,0.705,0.0,0.22,0.548,117.857
29462,0.696,0.822,0.0,-6.05,1.0,0.255,0.641,0.0,0.289,0.524,97.927
29463,0.309,0.449,7.0,-8.366,1.0,0.0621,0.763,2.3e-06,0.333,0.243,178.347
29464,0.673,0.605,0.0,-6.451,1.0,0.105,0.588,0.0,0.282,0.544,135.557
29465,0.863,0.734,2.0,-6.226,1.0,0.0576,0.718,0.0,0.274,0.892,120.122
29466,0.645,0.96,2.0,-5.428,1.0,0.304,0.445,0.0,0.221,0.266,170.004
29467,0.472,0.907,5.0,-5.183,1.0,0.0764,0.00591,0.00109,0.168,0.634,139.823
29468,0.383,0.621,2.0,-6.762,1.0,0.0393,0.219,0.0,0.137,0.178,99.648
29469,0.575,0.904,11.0,-5.173,1.0,0.0687,0.0175,0.000207,0.346,0.599,128.094
29470,0.639,0.798,11.0,-6.071,1.0,0.0505,0.109,0.0,0.277,0.672,117.196
29471,0.498,0.873,8.0,-5.389,0.0,0.0604,0.000539,2.19e-05,0.239,0.403,150.004
29472,0.395,0.579,9.0,-8.394,1.0,0.0485,0.452,0.0,0.0817,0.323,123.53
29473,0.507,0.416,0.0,-10.796,1.0,0.0277,0.856,1.18e-05,0.119,0.5,105.996
29474,0.585,0.627,9.0,-6.949,0.0,0.0263,0.424,1.11e-06,0.0949,0.323,100.132
29475,0.392,0.0636,4.0,-15.214,0.0,0.0478,0.908,6.98e-06,0.335,0.253,88.178
29476,0.209,0.929,11.0,-5.168,0.0,0.091,0.000586,3.21e-05,0.932,0.107,159.534
29477,0.496,0.786,7.0,-6.518,1.0,0.0326,0.0251,1.18e-06,0.994,0.298,108.072
29478,0.302,0.622,0.0,-5.849,1.0,0.0338,0.0181,0.0,0.131,0.154,151.996
29479,0.558,0.15,8.0,-22.65,1.0,0.174,0.901,0.0,0.463,0.524,132.72
29480,0.505,0.0641,10.0,-28.341,1.0,0.0746,0.946,8.55e-06,0.31,0.603,58.054
29481,0.513,0.162,10.0,-19.991,0.0,0.0695,0.924,0.0,0.0765,0.415,135.431
29482,0.501,0.0751,11.0,-23.558,1.0,0.0662,0.852,0.0,0.317,0.431,86.461
29483,0.763,0.154,0.0,-19.854,1.0,0.134,0.918,0.0,0.0562,0.759,136.885
29484,0.52,0.159,10.0,-19.06,0.0,0.0813,0.914,0.0,0.0897,0.451,131.301
29485,0.497,0.123,4.0,-19.442,1.0,0.0364,0.94,0.0,0.0936,0.384,95.873
29486,0.561,0.118,10.0,-19.915,1.0,0.0747,0.919,0.0,0.26,0.392,110.301
29487,0.351,0.186,8.0,-10.984,1.0,0.0422,0.942,5.26e-06,0.318,0.227,99.737
29488,0.446,0.13,2.0,-21.17,1.0,0.178,0.885,1.04e-06,0.0807,0.408,70.263
29489,0.581,0.272,9.0,-16.464,1.0,0.071,0.923,6.11e-05,0.326,0.784,127.455
29490,0.514,0.194,5.0,-22.008,1.0,0.127,0.927,0.0,0.626,0.603,127.837
29491,0.548,0.176,4.0,-18.423,1.0,0.0562,0.928,0.0,0.121,0.337,49.648
29492,0.304,0.122,5.0,-12.982,1.0,0.0364,0.922,0.0,0.0917,0.109,85.62
29493,0.495,0.0929,10.0,-23.274,1.0,0.148,0.951,0.0,0.083,0.446,146.255
29494,0.492,0.182,3.0,-17.907,1.0,0.133,0.902,1.8e-06,0.246,0.41,86.728
29495,0.399,0.0267,10.0,-22.331,1.0,0.0487,0.964,2.62e-06,0.0945,0.291,75.327
29496,0.234,0.0549,1.0,-24.447,1.0,0.0428,0.944,0.0,0.1,0.136,169.952
29497,0.437,0.142,0.0,-21.906,1.0,0.0587,0.95,0.0,0.364,0.269,123.419
29498,0.677,0.319,5.0,-11.02,1.0,0.307,0.652,0.0,0.0863,0.497,76.938
29499,0.819,0.32,5.0,-9.343,1.0,0.0746,0.608,0.0,0.0545,0.772,140.068
29500,0.642,0.416,10.0,-10.491,1.0,0.107,0.593,0.0,0.285,0.564,99.726
29501,0.617,0.182,10.0,-13.606,1.0,0.238,0.818,0.0,0.0974,0.256,141.049
29502,0.65,0.417,7.0,-8.745,1.0,0.108,0.642,0.0,0.0615,0.649,78.699
29503,0.645,0.587,9.0,-5.402,1.0,0.179,0.656,0.0,0.479,0.551,92.068
29504,0.657,0.0889,10.0,-13.033,1.0,0.251,0.854,0.0,0.0966,0.173,74.5
29505,0.532,0.478,0.0,-10.217,0.0,0.307,0.365,0.0,0.103,0.415,148.585
29506,0.72,0.491,10.0,-8.695,0.0,0.45,0.154,0.0,0.0856,0.719,107.473
29507,0.626,0.672,5.0,-6.959,1.0,0.0829,0.154,0.502,0.0931,0.334,144.99
29508,0.425,0.28,5.0,-9.729,1.0,0.0592,0.769,0.0,0.0719,0.396,70.706
29509,0.38,0.262,0.0,-11.436,0.0,0.0536,0.823,5.35e-05,0.0841,0.112,145.109
29510,0.529,0.509,8.0,-8.824,1.0,0.564,0.312,0.0,0.0893,0.47,92.993
29511,0.536,0.227,5.0,-11.265,1.0,0.0553,0.851,0.0,0.105,0.11,130.901
29512,0.385,0.201,10.0,-10.856,1.0,0.0694,0.906,0.0,0.0762,0.153,75.365
29513,0.715,0.703,7.0,-5.731,1.0,0.059,0.469,0.0,0.288,0.59,115.911
29514,0.657,0.55,5.0,-8.594,1.0,0.94,0.574,0.0,0.359,0.251,74.447
29515,0.308,0.373,2.0,-11.176,1.0,0.0447,0.816,0.00234,0.466,0.347,166.821
29516,0.279,0.268,5.0,-9.969,0.0,0.0291,0.85,0.0,0.0933,0.182,93.43
29517,0.468,0.553,1.0,-6.437,1.0,0.192,0.0562,0.0,0.279,0.468,77.333
29518,0.415,0.0791,7.0,-20.023,1.0,0.0488,0.887,0.0,0.0573,0.312,137.314
29519,0.655,0.217,5.0,-15.131,1.0,0.379,0.816,0.0,0.837,0.652,116.634
29520,0.24,0.0559,0.0,-21.321,1.0,0.0362,0.882,0.000182,0.215,0.144,95.597
29521,0.36,0.281,2.0,-9.142,0.0,0.0292,0.777,1.3e-05,0.0561,0.0681,107.141
29522,0.294,0.161,6.0,-13.355,1.0,0.0376,0.904,0.000447,0.113,0.078,113.141
29523,0.514,0.338,7.0,-15.332,1.0,0.118,0.736,0.0,0.181,0.5,115.955
29524,0.485,0.416,8.0,-8.52,1.0,0.0381,0.503,0.0,0.106,0.148,73.498
29525,0.502,0.341,6.0,-12.705,1.0,0.0599,0.739,0.0,0.552,0.461,122.433
29526,0.347,0.075,9.0,-19.052,1.0,0.0396,0.923,0.0,0.0755,0.226,80.536
29527,0.679,0.768,1.0,-6.533,1.0,0.0525,0.554,1.97e-06,0.223,0.442,119.997
29528,0.381,0.169,6.0,-12.304,1.0,0.0415,0.687,0.0,0.116,0.108,116.726
29529,0.695,0.42,2.0,-13.754,1.0,0.056,0.65,0.0,0.19,0.856,99.146
29530,0.529,0.212,1.0,-13.403,1.0,0.0556,0.881,0.0,0.131,0.425,108.229
29531,0.248,0.0236,9.0,-22.391,1.0,0.0396,0.92,2.04e-06,0.0853,0.0835,84.109
29532,0.265,0.0802,6.0,-17.322,1.0,0.0374,0.935,9.08e-05,0.248,0.103,100.057
29533,0.629,0.889,6.0,-3.644,0.0,0.0692,0.0591,0.0,0.473,0.683,114.058
29534,0.628,0.941,0.0,-3.305,1.0,0.0508,0.0519,0.0,0.519,0.85,143.999
29535,0.788,0.67,9.0,-6.335,1.0,0.0894,0.154,3.97e-06,0.0754,0.968,124.965
29536,0.548,0.932,1.0,-4.117,1.0,0.0769,0.0804,0.0047,0.944,0.541,123.983
29537,0.465,0.94,7.0,-4.11,1.0,0.0658,0.000276,0.000225,0.39,0.422,150.007
29538,0.46,0.976,4.0,-3.995,1.0,0.166,0.0414,0.0,0.64,0.329,149.964
29539,0.449,0.971,3.0,-3.276,1.0,0.0603,0.00255,1.85e-06,0.948,0.605,144.848
29540,0.498,0.974,8.0,-3.785,1.0,0.0993,0.0592,0.0,0.985,0.337,132.014
29541,0.462,0.911,1.0,-3.43,0.0,0.0641,0.0115,9.65e-05,0.596,0.496,141.049
29542,0.508,0.962,0.0,-3.323,1.0,0.0842,0.00671,0.000315,0.818,0.374,143.987
29543,0.379,0.972,2.0,-4.387,1.0,0.194,0.00524,0.000886,0.96,0.356,160.846
29544,0.639,0.845,4.0,-3.729,1.0,0.0346,0.00651,0.0,0.0619,0.729,94.036
29545,0.72,0.913,7.0,-3.67,1.0,0.0491,0.00303,6.24e-05,0.348,0.8,124.997
29546,0.735,0.905,7.0,-3.002,0.0,0.0691,0.0206,0.0,0.05,0.784,136.002
29547,0.491,0.858,11.0,-4.243,1.0,0.0424,0.0725,0.0,0.345,0.407,89.046
29548,0.791,0.813,6.0,-3.444,1.0,0.139,0.179,0.0,0.0549,0.913,142.876
29549,0.529,0.931,0.0,-3.022,1.0,0.102,0.241,0.0,0.411,0.624,165.054
29550,0.887,0.894,11.0,-7.222,0.0,0.158,0.0321,0.0042,0.0313,0.582,112.993
29551,0.549,0.726,9.0,-5.564,1.0,0.0371,0.0387,0.000864,0.0937,0.242,119.972
29552,0.881,0.779,7.0,-5.242,0.0,0.139,0.055,0.0,0.281,0.736,107.726
29553,0.64,0.947,8.0,-3.461,0.0,0.0995,0.00782,0.0,0.099,0.816,143.901
29554,0.47,0.876,2.0,-3.49,1.0,0.0937,0.00076,0.0,0.219,0.795,177.997
29555,0.539,0.858,6.0,-3.571,1.0,0.0348,0.0248,0.0,0.217,0.713,138.981
29556,0.784,0.623,1.0,-4.868,1.0,0.0424,0.00105,0.0135,0.143,0.555,112.999
29557,0.506,0.931,0.0,-2.172,1.0,0.103,0.00409,5.53e-05,0.307,0.548,151.067
29558,0.493,0.935,0.0,-2.763,1.0,0.0645,0.000316,0.0,0.076,0.347,150.085
29559,0.677,0.529,2.0,-7.414,1.0,0.0466,0.258,1.5e-06,0.133,0.32,109.933
29560,0.747,0.983,5.0,-3.883,0.0,0.181,0.112,0.0,0.706,0.553,114.993
29561,0.733,0.856,1.0,-6.071,0.0,0.224,0.239,0.0,0.344,0.78,170.014
29562,0.49,0.843,4.0,-4.849,1.0,0.0478,0.0706,0.0,0.104,0.564,112.85
29563,0.589,0.926,7.0,-3.606,0.0,0.137,0.162,3.29e-06,0.195,0.346,107.086
29564,0.715,0.879,11.0,-2.117,0.0,0.0647,0.00959,0.000158,0.114,0.747,120.009
29565,0.538,0.481,2.0,-8.716,0.0,0.0997,0.545,0.0,0.086,0.191,95.914
29566,0.595,0.233,2.0,-14.183,1.0,0.193,0.803,0.0,0.114,0.409,138.814
29567,0.576,0.306,5.0,-8.576,1.0,0.359,0.866,0.0,0.633,0.796,138.371
29568,0.527,0.709,1.0,-9.035,0.0,0.435,0.814,1.09e-06,0.907,0.516,73.073
29569,0.554,0.824,5.0,-5.897,1.0,0.0496,0.0128,0.000802,0.476,0.963,168.956
29570,0.671,0.609,0.0,-7.923,1.0,0.109,0.508,6.99e-06,0.112,0.794,106.649
29571,0.785,0.879,8.0,-5.474,1.0,0.0681,0.00704,0.00166,0.0781,0.96,110.022
29572,0.62,0.835,3.0,-3.133,1.0,0.0458,0.0159,0.0,0.0716,0.512,110.011
29573,0.634,0.827,2.0,-3.687,1.0,0.0393,0.00104,0.0,0.326,0.739,83.994
29574,0.503,0.849,1.0,-4.639,1.0,0.218,0.217,0.0,0.801,0.557,203.795
29575,0.753,0.96,0.0,-3.339,1.0,0.0815,0.0422,0.0,0.944,0.498,107.014
29576,0.674,0.87,3.0,-5.158,0.0,0.0912,0.428,5.08e-06,0.127,0.559,120.027
29577,0.734,0.698,11.0,-3.923,1.0,0.143,0.0173,0.0,0.182,0.967,124.858
29578,0.804,0.5,0.0,-9.462,1.0,0.0657,0.535,0.000817,0.232,0.534,110.058
29579,0.582,0.821,0.0,-4.861,1.0,0.0365,0.00754,2.1e-06,0.818,0.468,100.025
29580,0.868,0.634,0.0,-6.222,1.0,0.105,0.342,0.0,0.171,0.746,107.0
29581,0.747,0.76,1.0,-4.294,1.0,0.187,0.448,0.0,0.153,0.682,99.975
29582,0.713,0.84,10.0,-4.596,0.0,0.0613,0.0466,7.73e-05,0.232,0.647,130.066
29583,0.599,0.791,1.0,-5.563,0.0,0.0422,0.00142,0.0,0.102,0.335,111.022
29584,0.791,0.384,8.0,-8.274,0.0,0.0451,0.631,7.61e-05,0.0714,0.659,137.019
29585,0.426,0.733,2.0,-3.739,1.0,0.172,0.0511,0.00126,0.294,0.268,159.645
29586,0.572,0.797,7.0,-4.259,1.0,0.0365,0.0477,0.419,0.0884,0.637,110.264
29587,0.721,0.59,0.0,-5.5,1.0,0.0325,0.0952,0.00153,0.108,0.92,103.981
29588,0.743,0.686,0.0,-10.4,1.0,0.0549,0.374,0.0648,0.0773,0.0704,93.007
29589,0.693,0.581,9.0,-9.384,0.0,0.0891,0.146,0.00419,0.169,0.328,75.979
29590,0.715,0.695,8.0,-5.104,0.0,0.0473,0.302,1.47e-05,0.0545,0.614,91.037
29591,0.683,0.735,0.0,-6.116,0.0,0.0405,0.389,0.0,0.099,0.602,107.981
29592,0.908,0.541,9.0,-4.371,0.0,0.0845,0.518,0.0102,0.106,0.744,142.009
29593,0.665,0.389,1.0,-6.709,1.0,0.441,0.745,0.000982,0.326,0.521,89.962
29594,0.757,0.58,10.0,-9.038,0.0,0.0743,0.197,0.649,0.0913,0.271,140.036
29595,0.841,0.208,0.0,-20.981,1.0,0.292,0.212,0.897,0.0736,0.381,169.937
29596,0.644,0.729,8.0,-7.158,1.0,0.184,0.0707,2.64e-05,0.195,0.573,171.875
29597,0.555,0.705,2.0,-9.67,0.0,0.0472,0.0496,0.0183,0.216,0.781,117.219
29598,0.762,0.548,6.0,-5.215,1.0,0.167,0.102,0.525,0.0584,0.873,91.018
29599,0.55,0.713,8.0,-6.248,0.0,0.108,0.137,0.124,0.153,0.747,140.846
29600,0.816,0.255,2.0,-15.319,0.0,0.129,0.621,0.315,0.0981,0.483,105.857
29601,0.952,0.962,8.0,-2.319,1.0,0.264,9.43e-05,3.23e-05,0.0643,0.751,111.962
29602,0.723,0.754,10.0,-9.376,1.0,0.0576,0.0491,0.00112,0.393,0.592,97.201
29603,0.775,0.756,1.0,-5.471,1.0,0.104,0.00207,0.714,0.274,0.706,89.968
29604,0.715,0.508,8.0,-9.508,0.0,0.0539,0.0953,0.000481,0.0598,0.18,122.978
29605,0.727,0.798,4.0,-6.909,0.0,0.0616,0.197,0.0311,0.453,0.512,109.017
29606,0.68,0.51,7.0,-9.126,1.0,0.281,0.155,0.0,0.691,0.698,90.055
29607,0.743,0.617,7.0,-7.829,1.0,0.186,0.237,7.47e-06,0.33,0.56,90.046
29608,0.703,0.689,5.0,-6.387,0.0,0.0398,0.000115,0.105,0.227,0.204,140.05
29609,0.723,0.892,7.0,-7.172,1.0,0.11,0.0795,7.46e-05,0.279,0.501,120.02
29610,0.777,0.552,0.0,-7.774,0.0,0.0367,0.263,5.55e-06,0.114,0.532,104.016
29611,0.721,0.718,9.0,-10.315,1.0,0.0371,0.015,0.658,0.0775,0.741,110.009
29612,0.733,0.774,7.0,-4.628,0.0,0.0438,0.377,0.845,0.0915,0.798,109.983
29613,0.837,0.501,4.0,-8.366,1.0,0.046,0.0792,0.00143,0.141,0.781,109.98
29614,0.825,0.527,1.0,-4.644,1.0,0.236,0.0118,0.0,0.138,0.179,80.993
29615,0.831,0.74,1.0,-3.723,1.0,0.152,0.00557,0.0,0.302,0.21,140.041
29616,0.78,0.544,10.0,-5.391,0.0,0.0665,0.0238,0.0,0.564,0.567,136.09
29617,0.715,0.499,1.0,-6.48,1.0,0.118,0.0136,0.0,0.477,0.25,98.059
29618,0.862,0.775,1.0,-5.969,1.0,0.0587,0.0284,8.98e-05,0.361,0.334,119.992
29619,0.861,0.875,1.0,-5.913,0.0,0.106,0.422,0.0,0.837,0.747,105.124
29620,0.833,0.655,1.0,-8.016,0.0,0.121,0.000231,0.136,0.179,0.553,95.027
29621,0.933,0.513,7.0,-13.203,1.0,0.347,0.00112,0.00248,0.107,0.595,102.017
29622,0.736,0.741,1.0,-4.458,0.0,0.392,0.0691,0.0,0.053,0.95,121.328
29623,0.887,0.702,8.0,-3.834,1.0,0.0848,0.0415,0.0,0.0977,0.509,129.929
29624,0.71,0.799,0.0,-4.876,1.0,0.121,0.000234,0.0,0.527,0.423,83.029
29625,0.817,0.543,8.0,-4.632,1.0,0.0813,0.356,0.0,0.18,0.378,96.964
29626,0.811,0.584,11.0,-7.082,1.0,0.0555,0.165,0.0,0.0951,0.187,119.957
29627,0.838,0.942,5.0,-2.353,1.0,0.395,0.0718,0.0,0.142,0.961,79.935
29628,0.864,0.582,10.0,-8.949,1.0,0.316,0.0889,0.0,0.085,0.151,111.013
29629,0.779,0.963,2.0,-2.125,0.0,0.0399,0.0334,0.493,0.664,0.759,127.941
29630,0.759,0.632,5.0,-5.296,0.0,0.0659,0.00168,0.0681,0.0579,0.412,124.01
29631,0.844,0.438,0.0,-10.564,1.0,0.264,0.00174,0.00118,0.144,0.548,119.008
29632,0.587,0.769,10.0,-6.38,0.0,0.0763,0.00101,0.339,0.119,0.574,120.046
29633,0.624,0.837,1.0,-6.533,0.0,0.0356,0.0368,0.851,0.311,0.376,126.021
29634,0.749,0.916,10.0,-5.375,0.0,0.0561,0.00725,0.107,0.321,0.326,125.05
29635,0.534,0.711,10.0,-5.927,0.0,0.0368,0.05,0.0031,0.135,0.3,128.102
29636,0.721,0.832,8.0,-7.251,1.0,0.0499,0.00945,0.206,0.178,0.303,125.017
29637,0.73,0.634,2.0,-8.1,1.0,0.0389,0.00524,0.000118,0.18,0.52,121.025
29638,0.61,0.836,5.0,-4.455,1.0,0.0573,0.00374,0.0,0.358,0.657,126.059
29639,0.75,0.958,7.0,-2.183,1.0,0.0705,0.00993,6.82e-06,0.209,0.805,124.001
29640,0.621,0.746,7.0,-6.966,1.0,0.22,0.0094,0.000764,0.234,0.676,123.921
29641,0.632,0.88,2.0,-4.051,1.0,0.0463,0.0144,0.0021,0.118,0.338,129.007
29642,0.753,0.885,3.0,-5.509,0.0,0.0394,0.0504,0.000958,0.366,0.863,102.785
29643,0.718,0.807,0.0,-5.263,1.0,0.0543,0.00706,0.000197,0.0285,0.561,124.982
29644,0.7,0.71,10.0,-8.44,0.0,0.039,0.0271,0.0231,0.0626,0.78,122.987
29645,0.766,0.753,11.0,-4.336,1.0,0.0527,0.00347,0.74,0.0595,0.568,122.998
29646,0.636,0.893,9.0,-3.775,1.0,0.0349,0.00197,0.428,0.174,0.519,126.071
29647,0.739,0.82,5.0,-6.099,0.0,0.0889,0.00823,0.0,0.2,0.775,127.984
29648,0.824,0.866,11.0,-6.392,0.0,0.0767,0.000548,0.6,0.215,0.899,124.004
